word,pos,zipf,URL
composed,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/composed
desk,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/desk
diamond,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/diamond
divorce,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/divorce
egg cup,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/egg-cup
encouraged,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/encouraged
estimate,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/estimate_1
estimate,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/estimate_2
experiment,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/experiment_1
experiment,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/experiment_2
federation,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/federation
feedback,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/feedback
hard-hitting,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/hard-hitting
horror,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/horror
Indonesia,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/indonesia
lab,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/lab
lately,adverb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/lately
math,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/math
moreover,adverb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/moreover
mother tongue,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/mother-tongue
nowhere,adverb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/nowhere
ongoing,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/ongoing
pan,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/pan_1
pan,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/pan_2
pizza,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/pizza
price tag,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/price-tag
protest,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/protest_1
protest,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/protest_2
punishment,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/punishment
rear,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/rear_1
rear,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/rear_2
removal,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/removal
right angle,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/right-angle
routine,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/routine_2
routine,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/routine_1
silly,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/silly
smooth,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/smooth_1
smooth,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/smooth_2
spell,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/spell_2
spell,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/spell_1
symbol,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/symbol
tower block,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/tower-block
vacation,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/vacation_1
vacation,verb,4.37,https://dictionary.cambridge.org/dictionary/learner-english/vacation_2
virgin,adjective,4.37,https://dictionary.cambridge.org/dictionary/learner-english/virgin_2
virgin,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/virgin_1
walker,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/walker
actress,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/actress
apparent,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/apparent
belt,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/belt_1
belt,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/belt_2
biological,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/biological
busy signal,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/busy-signal
column,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/column
commerce,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/commerce
component,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/component
composition,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/composition
conservation,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/conservation
considerable,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/considerable
crystal,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/crystal
discrimination,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/discrimination
district attorney,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/district-attorney
domain,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/domain
energy efficient,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/energy-efficient
exit,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/exit_1
exit,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/exit_2
extend,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/extend
genetic,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/genetic
genius,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/genius
golden wedding,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/golden-wedding
greatly,adverb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/greatly
Greece,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/greece
horse-drawn,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/horse-drawn
idiot,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/idiot
initiative,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/initiative
instructions,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/instructions
intervention,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/intervention
juice,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/juice
level crossing,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/level-crossing
lifetime,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/lifetime
literary,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/literary
log,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/log_1
log,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/log_2
mechanism,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/mechanism
medal,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/medal
nevertheless,adverb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/nevertheless
nurse,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/nurse_1
nurse,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/nurse_2
physics,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/physics
pitch-black,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/pitch-black
pot,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/pot_1
pot,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/pot_2
primary colour,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/primary-colour
red tape,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/red-tape
regret,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/regret_2
regret,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/regret_1
repair,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/repair_2
repair,verb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/repair_1
resident,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/resident_2
resident,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/resident_1
revolutionary,adjective,4.36,https://dictionary.cambridge.org/dictionary/learner-english/revolutionary_1
revolutionary,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/revolutionary_2
roughly,adverb,4.36,https://dictionary.cambridge.org/dictionary/learner-english/roughly
shore,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/shore
signing,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/signing
sixth,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/sixth_2
traffic circle,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/traffic-circle
Vietnam,noun,4.36,https://dictionary.cambridge.org/dictionary/learner-english/vietnam
annoying,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/annoying
blind spot,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/blind-spot
blow-dry,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/blow-dry
CD player,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/cd-player
CEO,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/ceo
chat room,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/chat-room
collective,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/collective_1
collective,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/collective_2
compensation,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/compensation
compete,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/compete
cricket,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/cricket
culture shock,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/culture-shock
cutting-edge,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/cutting-edge
date rape,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/date-rape
deck,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/deck
deny,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/deny
dispute,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/dispute_1
dispute,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/dispute_2
elite,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/elite
fiction,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/fiction
grass,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/grass
grave,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/grave_2
grave,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/grave_1
gym,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/gym
help desk,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/help-desk
impression,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/impression
insane,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/insane
judgment,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/judgment
knock,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/knock_2
knock,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/knock_1
knock-on,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/knock-on
Matthew,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/matthew
mechanical,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/mechanical
Patrick,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/patrick
pet,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/pet_1
pet,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/pet_2
precious,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/precious_1
precious,adverb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/precious_2
proceedings,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/proceedings
prominent,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/prominent
resort,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/resort
searching,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/searching
sexy,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/sexy
similarly,adverb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/similarly
suitable,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/suitable
tail,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/tail_1
tail,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/tail_2
the Yellow Pages,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/the-yellow-pages
uniform,adjective,4.35,https://dictionary.cambridge.org/dictionary/learner-english/uniform_2
uniform,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/uniform_1
wolf,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/wolf_1
wolf,verb,4.35,https://dictionary.cambridge.org/dictionary/learner-english/wolf_2
acceptable,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/acceptable
alert,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/alert_1
alert,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/alert_3
alert,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/alert_2
ambassador,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/ambassador
bid,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/bid_1
bull,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/bull
coat,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/coat_1
coat,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/coat_2
connections,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/connections
consent,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/consent_1
consent,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/consent_2
contribute,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/contribute
cop,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/cop
courage,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/courage
dated,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/dated
dean,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/dean
decent,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/decent
defensive,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/defensive_1
defensive,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/defensive_2
domain name,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/domain-name
ease,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/ease_1
ease,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/ease_2
engage,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/engage
eve,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/eve
expand,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/expand
expenses,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/expenses
flash drive,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/flash-drive
gas chamber,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/gas-chamber
ghost town,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/ghost-town
hot chocolate,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/hot-chocolate
intellectual,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/intellectual_1
intellectual,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/intellectual_2
invite,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/invite_2
invite,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/invite_1
involve,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/involve
kit,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/kit
memorial,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/memorial
municipal,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/municipal
pace,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/pace_1
pace,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/pace_2
pen,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/pen_1
pen,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/pen_2
physical therapy,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/physical-therapy
privacy,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/privacy
provincial,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/provincial
remind,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/remind
reverse,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/reverse_3
reverse,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/reverse_2
reverse,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/reverse_1
roots,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/roots
round-the-clock,adjective,4.34,https://dictionary.cambridge.org/dictionary/learner-english/round-the-clock
settle,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/settle
shake,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/shake_2
shake,verb,4.34,https://dictionary.cambridge.org/dictionary/learner-english/shake_1
shake-up,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/shake-up
stability,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/stability
the electric chair,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/the-electric-chair
ward,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/ward
breast,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/breast
butter,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/butter_1
butter,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/butter_2
carbon copy,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/carbon-copy
civil partnership,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/civil-partnership
commit,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/commit
comprehensive,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/comprehensive_1
comprehensive,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/comprehensive_2
contrary,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/contrary_2
contrary,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/contrary_1
downtown,"adjective, adverb",4.33,https://dictionary.cambridge.org/dictionary/learner-english/downtown
dozen,"noun, determiner",4.33,https://dictionary.cambridge.org/dictionary/learner-english/dozen
emperor,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/emperor
fame,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/fame
fancy,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/fancy_2
fancy,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/fancy_3
fancy,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/fancy_1
fitness,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/fitness
foster,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/foster_2
foster,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/foster_1
funeral,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/funeral
genuine,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/genuine
hair-raising,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/hair-raising
horse riding,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/horse-riding
inspiration,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/inspiration
layer,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/layer
liberal arts,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/liberal-arts
mail bomb,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/mail-bomb
manual,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/manual_1
manual,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/manual_2
menu,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/menu
midnight,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/midnight
Mother's Day,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/mother-s-day
natural sciences,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/natural-sciences
partly,adverb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/partly
personal digital assistant,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/personal-digital-assistant
polish,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/polish_1
polish,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/polish_2
provisions,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/provisions
punch,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/punch_2
punch,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/punch_1
punch-up,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/punch-up
reward,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/reward_1
reward,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/reward_2
round-trip ticket,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/round-trip-ticket
satisfied,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/satisfied
situated,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/situated
sleeping bag,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/sleeping-bag
sub-zero,adjective,4.33,https://dictionary.cambridge.org/dictionary/learner-english/sub-zero
submit,verb,4.33,https://dictionary.cambridge.org/dictionary/learner-english/submit
Sweden,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/sweden
tennis,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/tennis
The Netherlands,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/the-netherlands
trials,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/trials
user ID,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/user-id
visual aid,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/visual-aid
anti-virus,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/anti-virus
automatic,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/automatic_1
automatic,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/automatic_2
banking,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/banking
blues,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/blues
boom,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/boom_1
boom,verb,4.32,https://dictionary.cambridge.org/dictionary/learner-english/boom_2
classical,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/classical
debt relief,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/debt-relief
density,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/density
desert island,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/desert-island
designer,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/designer_2
designer,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/designer_1
determination,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/determination
devil,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/devil
DVD,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/dvd
fortune,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/fortune
framework,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/framework
frozen,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/frozen_1
glasses,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/glasses
Ian,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/ian
Jonathan,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/jonathan
knee,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/knee
language laboratory,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/language-laboratory
liberty,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/liberty
men's room,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/men-s-room
mini-break,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/mini-break
mouse,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/mouse
mutual,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/mutual
operating theatre,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/operating-theatre
painful,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/painful
parallel,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/parallel_1
parallel,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/parallel_2
passage,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/passage
Poland,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/poland
rear light,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/rear-light
repeated,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/repeated
robin,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/robin
ruling,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/ruling
salary,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/salary
scary,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/scary
scope,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/scope
self-confident,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/self-confident
sequence,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/sequence
sixth form,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/sixth-form
spell-check,verb,4.32,https://dictionary.cambridge.org/dictionary/learner-english/spell-check
terminal,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/terminal_2
terminal,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/terminal_1
touched,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/touched
transmission,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/transmission
underground,"adjective, adverb",4.32,https://dictionary.cambridge.org/dictionary/learner-english/underground_1
underground,noun,4.32,https://dictionary.cambridge.org/dictionary/learner-english/underground_2
unlikely,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/unlikely
versus,preposition,4.32,https://dictionary.cambridge.org/dictionary/learner-english/versus
virtual,adjective,4.32,https://dictionary.cambridge.org/dictionary/learner-english/virtual
affair,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/affair
Afghanistan,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/afghanistan
alarm,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/alarm_1
alarm,verb,4.31,https://dictionary.cambridge.org/dictionary/learner-english/alarm_2
arrangement,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/arrangement
associate,adjective,4.31,https://dictionary.cambridge.org/dictionary/learner-english/associate_3
associate,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/associate_2
associate,verb,4.31,https://dictionary.cambridge.org/dictionary/learner-english/associate_1
awkward,adjective,4.31,https://dictionary.cambridge.org/dictionary/learner-english/awkward
bang,adverb,4.31,https://dictionary.cambridge.org/dictionary/learner-english/bang_3
bang,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/bang_1
bang,verb,4.31,https://dictionary.cambridge.org/dictionary/learner-english/bang_2
blood vessel,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/blood-vessel
burden,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/burden
coalition,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/coalition
covering letter,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/covering-letter
craft,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/craft_1
craft,verb,4.31,https://dictionary.cambridge.org/dictionary/learner-english/craft_2
crucial,adjective,4.31,https://dictionary.cambridge.org/dictionary/learner-english/crucial
crystal clear,adjective,4.31,https://dictionary.cambridge.org/dictionary/learner-english/crystal-clear
