word,pos,zipf,URL
fastidious,adjective,2.45,https://dictionary.cambridge.org/dictionary/learner-english/fastidious
fat,adjective,4.84,https://dictionary.cambridge.org/dictionary/learner-english/fat_1
fat cat,noun,4.5,https://dictionary.cambridge.org/dictionary/learner-english/fat-cat
fat,noun,4.84,https://dictionary.cambridge.org/dictionary/learner-english/fat_2
fat tax,noun,4.66,https://dictionary.cambridge.org/dictionary/learner-english/fat-tax
fat-free,adjective,4.76,https://dictionary.cambridge.org/dictionary/learner-english/fat-free
fatal,adjective,4.12,https://dictionary.cambridge.org/dictionary/learner-english/fatal
fatalism,noun,2.37,https://dictionary.cambridge.org/dictionary/learner-english/fatalism
fatality,noun,3.16,https://dictionary.cambridge.org/dictionary/learner-english/fatality
fate,noun,4.4,https://dictionary.cambridge.org/dictionary/learner-english/fate
fated,adjective,3.2,https://dictionary.cambridge.org/dictionary/learner-english/fated
fateful,adjective,3.06,https://dictionary.cambridge.org/dictionary/learner-english/fateful
Father Christmas,noun,4.72,https://dictionary.cambridge.org/dictionary/learner-english/father-christmas
father figure,noun,4.9,https://dictionary.cambridge.org/dictionary/learner-english/father-figure
father,noun,5.32,https://dictionary.cambridge.org/dictionary/learner-english/father_1
father,verb,5.32,https://dictionary.cambridge.org/dictionary/learner-english/father_2
father-in-law,noun,5.1,https://dictionary.cambridge.org/dictionary/learner-english/father-in-law
fatherhood,noun,2.87,https://dictionary.cambridge.org/dictionary/learner-english/fatherhood
fathom,noun,3.19,https://dictionary.cambridge.org/dictionary/learner-english/fathom_2
fathom,verb,3.19,https://dictionary.cambridge.org/dictionary/learner-english/fathom_1
fatigue,noun,3.9,https://dictionary.cambridge.org/dictionary/learner-english/fatigue
fatigues,noun,2.63,https://dictionary.cambridge.org/dictionary/learner-english/fatigues
fatten,verb,2.5,https://dictionary.cambridge.org/dictionary/learner-english/fatten
fattening,adjective,2.72,https://dictionary.cambridge.org/dictionary/learner-english/fattening
fatty,adjective,3.82,https://dictionary.cambridge.org/dictionary/learner-english/fatty
fatuous,adjective,2.2,https://dictionary.cambridge.org/dictionary/learner-english/fatuous
faucet,noun,2.97,https://dictionary.cambridge.org/dictionary/learner-english/faucet
fault,noun,4.6,https://dictionary.cambridge.org/dictionary/learner-english/fault_1
fault,verb,4.6,https://dictionary.cambridge.org/dictionary/learner-english/fault_2
faultless,adjective,2.6,https://dictionary.cambridge.org/dictionary/learner-english/faultless
faulty,adjective,3.62,https://dictionary.cambridge.org/dictionary/learner-english/faulty
fauna,noun,3.58,https://dictionary.cambridge.org/dictionary/learner-english/fauna
favour,noun,4.4,https://dictionary.cambridge.org/dictionary/learner-english/favour_1
favour,verb,4.4,https://dictionary.cambridge.org/dictionary/learner-english/favour_2
favourable,adjective,3.78,https://dictionary.cambridge.org/dictionary/learner-english/favourable
favourite,adjective,4.51,https://dictionary.cambridge.org/dictionary/learner-english/favourite_1
favourite,noun,4.51,https://dictionary.cambridge.org/dictionary/learner-english/favourite_2
favouritism,noun,2.39,https://dictionary.cambridge.org/dictionary/learner-english/favouritism
fawn,noun,2.94,https://dictionary.cambridge.org/dictionary/learner-english/fawn
fax,noun,3.72,https://dictionary.cambridge.org/dictionary/learner-english/fax_1
fax,verb,3.72,https://dictionary.cambridge.org/dictionary/learner-english/fax_2
fear,noun,4.98,https://dictionary.cambridge.org/dictionary/learner-english/fear_1
fear,verb,4.98,https://dictionary.cambridge.org/dictionary/learner-english/fear_2
fearful,adjective,3.57,https://dictionary.cambridge.org/dictionary/learner-english/fearful
fearless,adjective,3.52,https://dictionary.cambridge.org/dictionary/learner-english/fearless
fearsome,adjective,3.02,https://dictionary.cambridge.org/dictionary/learner-english/fearsome
feasible,adjective,3.78,https://dictionary.cambridge.org/dictionary/learner-english/feasible
feast,noun,4.02,https://dictionary.cambridge.org/dictionary/learner-english/feast
feat,noun,4.01,https://dictionary.cambridge.org/dictionary/learner-english/feat
feather,noun,3.66,https://dictionary.cambridge.org/dictionary/learner-english/feather
feature film,noun,4.6,https://dictionary.cambridge.org/dictionary/learner-english/feature-film
feature,noun,4.75,https://dictionary.cambridge.org/dictionary/learner-english/feature_1
feature,verb,4.75,https://dictionary.cambridge.org/dictionary/learner-english/feature_2
February,noun,4.98,https://dictionary.cambridge.org/dictionary/learner-english/february
feces,noun,3.22,https://dictionary.cambridge.org/dictionary/learner-english/feces
feckless,adjective,2.3,https://dictionary.cambridge.org/dictionary/learner-english/feckless
fed up,adjective,4.43,https://dictionary.cambridge.org/dictionary/learner-english/fed-up
federal,adjective,5.13,https://dictionary.cambridge.org/dictionary/learner-english/federal
federal holiday,noun,4.53,https://dictionary.cambridge.org/dictionary/learner-english/federal-holiday
federalism,noun,2.98,https://dictionary.cambridge.org/dictionary/learner-english/federalism
federation,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/federation
fee,noun,4.43,https://dictionary.cambridge.org/dictionary/learner-english/fee
feeble,adjective,3.23,https://dictionary.cambridge.org/dictionary/learner-english/feeble
feed,noun,4.63,https://dictionary.cambridge.org/dictionary/learner-english/feed_2
feed,verb,4.63,https://dictionary.cambridge.org/dictionary/learner-english/feed_1
feedback,noun,4.37,https://dictionary.cambridge.org/dictionary/learner-english/feedback
feel,noun,5.65,https://dictionary.cambridge.org/dictionary/learner-english/feel_2
feel,verb,5.65,https://dictionary.cambridge.org/dictionary/learner-english/feel_1
feel-good,adjective,5.52,https://dictionary.cambridge.org/dictionary/learner-english/feel-good
feeling,noun,5.11,https://dictionary.cambridge.org/dictionary/learner-english/feeling
feelings,noun,4.72,https://dictionary.cambridge.org/dictionary/learner-english/feelings
feign,verb,2.58,https://dictionary.cambridge.org/dictionary/learner-english/feign
feisty,adjective,3.02,https://dictionary.cambridge.org/dictionary/learner-english/feisty
feline,adjective,3.04,https://dictionary.cambridge.org/dictionary/learner-english/feline
fell,verb,4.88,https://dictionary.cambridge.org/dictionary/learner-english/fell_1
fella,noun,3.43,https://dictionary.cambridge.org/dictionary/learner-english/fella
fellow,adjective,4.75,https://dictionary.cambridge.org/dictionary/learner-english/fellow_2
fellow,noun,4.75,https://dictionary.cambridge.org/dictionary/learner-english/fellow_1
fellowship,noun,3.81,https://dictionary.cambridge.org/dictionary/learner-english/fellowship
felon,noun,2.97,https://dictionary.cambridge.org/dictionary/learner-english/felon
felony,noun,3.61,https://dictionary.cambridge.org/dictionary/learner-english/felony
felt,noun,5.11,https://dictionary.cambridge.org/dictionary/learner-english/felt_1
felt-tip pen,noun,4.08,https://dictionary.cambridge.org/dictionary/learner-english/felt-tip-pen
female,adjective,4.98,https://dictionary.cambridge.org/dictionary/learner-english/female_1
female,noun,4.98,https://dictionary.cambridge.org/dictionary/learner-english/female_2
feminine,adjective,3.85,https://dictionary.cambridge.org/dictionary/learner-english/feminine
femininity,noun,3.01,https://dictionary.cambridge.org/dictionary/learner-english/femininity
feminism,noun,3.8,https://dictionary.cambridge.org/dictionary/learner-english/feminism
fence,noun,4.13,https://dictionary.cambridge.org/dictionary/learner-english/fence_1
fence,verb,4.13,https://dictionary.cambridge.org/dictionary/learner-english/fence_2
fencing,noun,3.4,https://dictionary.cambridge.org/dictionary/learner-english/fencing
fender,noun,3.3,https://dictionary.cambridge.org/dictionary/learner-english/fender
feng shui,noun,2.8,https://dictionary.cambridge.org/dictionary/learner-english/feng-shui
fennel,noun,2.86,https://dictionary.cambridge.org/dictionary/learner-english/fennel
ferment,noun,2.85,https://dictionary.cambridge.org/dictionary/learner-english/ferment_2
ferment,verb,2.85,https://dictionary.cambridge.org/dictionary/learner-english/ferment_1
fern,noun,3.25,https://dictionary.cambridge.org/dictionary/learner-english/fern
ferocious,adjective,3.24,https://dictionary.cambridge.org/dictionary/learner-english/ferocious
ferocity,noun,2.91,https://dictionary.cambridge.org/dictionary/learner-english/ferocity
ferret,noun,3.03,https://dictionary.cambridge.org/dictionary/learner-english/ferret
Ferris wheel,noun,3.34,https://dictionary.cambridge.org/dictionary/learner-english/ferris-wheel
ferry,noun,4.03,https://dictionary.cambridge.org/dictionary/learner-english/ferry_1
ferry,verb,4.03,https://dictionary.cambridge.org/dictionary/learner-english/ferry_2
fertile,adjective,3.65,https://dictionary.cambridge.org/dictionary/learner-english/fertile
fertilize,verb,2.6,https://dictionary.cambridge.org/dictionary/learner-english/fertilize
fertilizer,noun,3.51,https://dictionary.cambridge.org/dictionary/learner-english/fertilizer
fervent,adjective,3.08,https://dictionary.cambridge.org/dictionary/learner-english/fervent
fervour,noun,2.76,https://dictionary.cambridge.org/dictionary/learner-english/fervour
fest,noun,3.59,https://dictionary.cambridge.org/dictionary/learner-english/fest
fester,verb,2.72,https://dictionary.cambridge.org/dictionary/learner-english/fester
festival,noun,4.71,https://dictionary.cambridge.org/dictionary/learner-english/festival
festive,adjective,3.47,https://dictionary.cambridge.org/dictionary/learner-english/festive
festivities,noun,3.47,https://dictionary.cambridge.org/dictionary/learner-english/festivities
festoon,verb,1.89,https://dictionary.cambridge.org/dictionary/learner-english/festoon
fetch,verb,3.65,https://dictionary.cambridge.org/dictionary/learner-english/fetch
fetching,adjective,2.9,https://dictionary.cambridge.org/dictionary/learner-english/fetching
fête,noun,2.48,https://dictionary.cambridge.org/dictionary/learner-english/fete
fetish,noun,3.47,https://dictionary.cambridge.org/dictionary/learner-english/fetish
fetus,noun,3.67,https://dictionary.cambridge.org/dictionary/learner-english/fetus
feud,noun,3.52,https://dictionary.cambridge.org/dictionary/learner-english/feud
feudal,adjective,3.48,https://dictionary.cambridge.org/dictionary/learner-english/feudal
fever,noun,4.22,https://dictionary.cambridge.org/dictionary/learner-english/fever
fever pitch,noun,4.0,https://dictionary.cambridge.org/dictionary/learner-english/fever-pitch
feverish,adjective,2.81,https://dictionary.cambridge.org/dictionary/learner-english/feverish
fiancé,noun,3.34,https://dictionary.cambridge.org/dictionary/learner-english/fiance
fiancée,noun,3.19,https://dictionary.cambridge.org/dictionary/learner-english/fiancee
fiasco,noun,3.28,https://dictionary.cambridge.org/dictionary/learner-english/fiasco
fib,noun,2.58,https://dictionary.cambridge.org/dictionary/learner-english/fib
fibre,noun,3.71,https://dictionary.cambridge.org/dictionary/learner-english/fibre
fibreglass,noun,2.57,https://dictionary.cambridge.org/dictionary/learner-english/fibreglass
fickle,adjective,3.13,https://dictionary.cambridge.org/dictionary/learner-english/fickle
fiction,noun,4.35,https://dictionary.cambridge.org/dictionary/learner-english/fiction
fictional,adjective,3.78,https://dictionary.cambridge.org/dictionary/learner-english/fictional
fictitious,adjective,3.28,https://dictionary.cambridge.org/dictionary/learner-english/fictitious
fiddle,noun,3.41,https://dictionary.cambridge.org/dictionary/learner-english/fiddle_2
fiddle,verb,3.41,https://dictionary.cambridge.org/dictionary/learner-english/fiddle_1
fiddler,noun,2.79,https://dictionary.cambridge.org/dictionary/learner-english/fiddler
fiddly,adjective,2.27,https://dictionary.cambridge.org/dictionary/learner-english/fiddly
fidelity,noun,3.54,https://dictionary.cambridge.org/dictionary/learner-english/fidelity
fidget,verb,2.29,https://dictionary.cambridge.org/dictionary/learner-english/fidget
field day,noun,5.17,https://dictionary.cambridge.org/dictionary/learner-english/field-day
field hockey,noun,4.45,https://dictionary.cambridge.org/dictionary/learner-english/field-hockey
field marshal,noun,3.87,https://dictionary.cambridge.org/dictionary/learner-english/field-marshal
field,noun,5.25,https://dictionary.cambridge.org/dictionary/learner-english/field_1
field,verb,5.25,https://dictionary.cambridge.org/dictionary/learner-english/field_2
fielder,noun,3.15,https://dictionary.cambridge.org/dictionary/learner-english/fielder
fiend,noun,3.08,https://dictionary.cambridge.org/dictionary/learner-english/fiend
fiendish,adjective,2.52,https://dictionary.cambridge.org/dictionary/learner-english/fiendish
fierce,adjective,3.94,https://dictionary.cambridge.org/dictionary/learner-english/fierce
fiery,adjective,3.58,https://dictionary.cambridge.org/dictionary/learner-english/fiery
fifth,noun,4.73,https://dictionary.cambridge.org/dictionary/learner-english/fifth_2
fifty-fifty,"adjective, adverb",4.0,https://dictionary.cambridge.org/dictionary/learner-english/fifty-fifty
fig,noun,3.71,https://dictionary.cambridge.org/dictionary/learner-english/fig_2
fight,noun,5.21,https://dictionary.cambridge.org/dictionary/learner-english/fight_2
fight,verb,5.21,https://dictionary.cambridge.org/dictionary/learner-english/fight_1
fighter,noun,4.26,https://dictionary.cambridge.org/dictionary/learner-english/fighter
fighting,noun,4.89,https://dictionary.cambridge.org/dictionary/learner-english/fighting
figment,noun,2.59,https://dictionary.cambridge.org/dictionary/learner-english/figment
figurative,adjective,3.15,https://dictionary.cambridge.org/dictionary/learner-english/figurative
figure,noun,5.1,https://dictionary.cambridge.org/dictionary/learner-english/figure_1
figure of speech,noun,4.63,https://dictionary.cambridge.org/dictionary/learner-english/figure-of-speech
figure,verb,5.1,https://dictionary.cambridge.org/dictionary/learner-english/figure_2
figurehead,noun,2.8,https://dictionary.cambridge.org/dictionary/learner-english/figurehead
Fiji,noun,3.58,https://dictionary.cambridge.org/dictionary/learner-english/fiji
file extension,noun,4.31,https://dictionary.cambridge.org/dictionary/learner-english/file-extension
file,noun,4.79,https://dictionary.cambridge.org/dictionary/learner-english/file_1
file sharing,noun,4.4,https://dictionary.cambridge.org/dictionary/learner-english/file-sharing
file,verb,4.79,https://dictionary.cambridge.org/dictionary/learner-english/file_2
filename,noun,2.87,https://dictionary.cambridge.org/dictionary/learner-english/filename
filet,noun,2.76,https://dictionary.cambridge.org/dictionary/learner-english/filet
filing cabinet,noun,3.85,https://dictionary.cambridge.org/dictionary/learner-english/filing-cabinet
fill,noun,4.62,https://dictionary.cambridge.org/dictionary/learner-english/fill_2
fill,verb,4.62,https://dictionary.cambridge.org/dictionary/learner-english/fill_1
fillet,noun,3.0,https://dictionary.cambridge.org/dictionary/learner-english/fillet
filling,adjective,4.17,https://dictionary.cambridge.org/dictionary/learner-english/filling_2
filling,noun,4.17,https://dictionary.cambridge.org/dictionary/learner-english/filling_1
filling station,noun,4.11,https://dictionary.cambridge.org/dictionary/learner-english/filling-station
film,noun,5.14,https://dictionary.cambridge.org/dictionary/learner-english/film_1
film star,noun,4.82,https://dictionary.cambridge.org/dictionary/learner-english/film-star
film,verb,5.14,https://dictionary.cambridge.org/dictionary/learner-english/film_2
film-maker,noun,4.12,https://dictionary.cambridge.org/dictionary/learner-english/film-maker
filter,noun,4.27,https://dictionary.cambridge.org/dictionary/learner-english/filter_2
filter,verb,4.27,https://dictionary.cambridge.org/dictionary/learner-english/filter_1
filth,noun,3.35,https://dictionary.cambridge.org/dictionary/learner-english/filth
filthy,adjective,3.72,https://dictionary.cambridge.org/dictionary/learner-english/filthy
fin,noun,3.72,https://dictionary.cambridge.org/dictionary/learner-english/fin
final,adjective,5.29,https://dictionary.cambridge.org/dictionary/learner-english/final_1
final,noun,5.29,https://dictionary.cambridge.org/dictionary/learner-english/final_2
finale,noun,3.98,https://dictionary.cambridge.org/dictionary/learner-english/finale
finalist,noun,3.33,https://dictionary.cambridge.org/dictionary/learner-english/finalist
finalize,verb,2.88,https://dictionary.cambridge.org/dictionary/learner-english/finalize
finally,adverb,5.18,https://dictionary.cambridge.org/dictionary/learner-english/finally
finance,noun,4.61,https://dictionary.cambridge.org/dictionary/learner-english/finance_1
finance,verb,4.61,https://dictionary.cambridge.org/dictionary/learner-english/finance_2
financial,adjective,5.11,https://dictionary.cambridge.org/dictionary/learner-english/financial
finch,noun,3.52,https://dictionary.cambridge.org/dictionary/learner-english/finch
find,noun,5.74,https://dictionary.cambridge.org/dictionary/learner-english/find_2
find,verb,5.74,https://dictionary.cambridge.org/dictionary/learner-english/find_1
finding,noun,4.82,https://dictionary.cambridge.org/dictionary/learner-english/finding
fine,adjective,5.2,https://dictionary.cambridge.org/dictionary/learner-english/fine_1
fine,adverb,5.2,https://dictionary.cambridge.org/dictionary/learner-english/fine_2
fine,noun,5.2,https://dictionary.cambridge.org/dictionary/learner-english/fine_4
fine,verb,5.2,https://dictionary.cambridge.org/dictionary/learner-english/fine_3
finely,adverb,3.51,https://dictionary.cambridge.org/dictionary/learner-english/finely
finger,noun,4.48,https://dictionary.cambridge.org/dictionary/learner-english/finger_1
finger,verb,4.48,https://dictionary.cambridge.org/dictionary/learner-english/finger_2
fingernail,noun,2.77,https://dictionary.cambridge.org/dictionary/learner-english/fingernail
fingerprint,noun,3.4,https://dictionary.cambridge.org/dictionary/learner-english/fingerprint
fingertip,noun,2.55,https://dictionary.cambridge.org/dictionary/learner-english/fingertip
finish,noun,4.86,https://dictionary.cambridge.org/dictionary/learner-english/finish_2
finish,verb,4.86,https://dictionary.cambridge.org/dictionary/learner-english/finish_1
finished,adjective,4.91,https://dictionary.cambridge.org/dictionary/learner-english/finished
Finland,noun,4.01,https://dictionary.cambridge.org/dictionary/learner-english/finland
fir,noun,3.46,https://dictionary.cambridge.org/dictionary/learner-english/fir
fire alarm,noun,4.26,https://dictionary.cambridge.org/dictionary/learner-english/fire-alarm
fire brigade,noun,3.9,https://dictionary.cambridge.org/dictionary/learner-english/fire-brigade
fire department,noun,4.95,https://dictionary.cambridge.org/dictionary/learner-english/fire-department
fire drill,noun,4.0,https://dictionary.cambridge.org/dictionary/learner-english/fire-drill
fire engine,noun,4.7,https://dictionary.cambridge.org/dictionary/learner-english/fire-engine
fire escape,noun,4.57,https://dictionary.cambridge.org/dictionary/learner-english/fire-escape
fire extinguisher,noun,2.92,https://dictionary.cambridge.org/dictionary/learner-english/fire-extinguisher
fire house,noun,5.13,https://dictionary.cambridge.org/dictionary/learner-english/fire-house
fire hydrant,noun,2.61,https://dictionary.cambridge.org/dictionary/learner-english/fire-hydrant
fire,noun,5.28,https://dictionary.cambridge.org/dictionary/learner-english/fire_1
fire station,noun,4.83,https://dictionary.cambridge.org/dictionary/learner-english/fire-station
fire truck,noun,4.48,https://dictionary.cambridge.org/dictionary/learner-english/fire-truck
fire,verb,5.28,https://dictionary.cambridge.org/dictionary/learner-english/fire_2
firearm,noun,3.7,https://dictionary.cambridge.org/dictionary/learner-english/firearm
firefighter,noun,3.25,https://dictionary.cambridge.org/dictionary/learner-english/firefighter
firefighting,noun,2.99,https://dictionary.cambridge.org/dictionary/learner-english/firefighting
fireman,noun,3.1,https://dictionary.cambridge.org/dictionary/learner-english/fireman
fireplace,noun,3.58,https://dictionary.cambridge.org/dictionary/learner-english/fireplace
fireside,noun,2.6,https://dictionary.cambridge.org/dictionary/learner-english/fireside
firewall,noun,3.34,https://dictionary.cambridge.org/dictionary/learner-english/firewall
firewood,noun,3.18,https://dictionary.cambridge.org/dictionary/learner-english/firewood
firework,noun,2.92,https://dictionary.cambridge.org/dictionary/learner-english/firework
firing squad,noun,4.09,https://dictionary.cambridge.org/dictionary/learner-english/firing-squad
firm,adjective,4.75,https://dictionary.cambridge.org/dictionary/learner-english/firm_1
firm,noun,4.75,https://dictionary.cambridge.org/dictionary/learner-english/firm_2
first,adjective,6.13,https://dictionary.cambridge.org/dictionary/learner-english/first_1
first,adverb,6.13,https://dictionary.cambridge.org/dictionary/learner-english/first_2
first aid,noun,4.77,https://dictionary.cambridge.org/dictionary/learner-english/first-aid
first floor,noun,4.89,https://dictionary.cambridge.org/dictionary/learner-english/first-floor
first language,noun,5.19,https://dictionary.cambridge.org/dictionary/learner-english/first-language
first name,noun,5.52,https://dictionary.cambridge.org/dictionary/learner-english/first-name
first-class,adjective,5.31,https://dictionary.cambridge.org/dictionary/learner-english/first-class
first-rate,adjective,5.13,https://dictionary.cambridge.org/dictionary/learner-english/first-rate
firsthand,"adjective, adverb",3.21,https://dictionary.cambridge.org/dictionary/learner-english/firsthand
firstly,adverb,3.75,https://dictionary.cambridge.org/dictionary/learner-english/firstly
fiscal,adjective,4.27,https://dictionary.cambridge.org/dictionary/learner-english/fiscal
fish,noun,4.9,https://dictionary.cambridge.org/dictionary/learner-english/fish_1
fish slice,noun,3.9,https://dictionary.cambridge.org/dictionary/learner-english/fish-slice
fish,verb,4.9,https://dictionary.cambridge.org/dictionary/learner-english/fish_2
fisherman,noun,3.51,https://dictionary.cambridge.org/dictionary/learner-english/fisherman
fishing,noun,4.45,https://dictionary.cambridge.org/dictionary/learner-english/fishing
fishy,adjective,3.23,https://dictionary.cambridge.org/dictionary/learner-english/fishy
fist,noun,3.89,https://dictionary.cambridge.org/dictionary/learner-english/fist
fit,adjective,4.86,https://dictionary.cambridge.org/dictionary/learner-english/fit_2
fit,noun,4.86,https://dictionary.cambridge.org/dictionary/learner-english/fit_3
fit,verb,4.86,https://dictionary.cambridge.org/dictionary/learner-english/fit_1
fitful,adjective,2.13,https://dictionary.cambridge.org/dictionary/learner-english/fitful
fitness centre,noun,4.26,https://dictionary.cambridge.org/dictionary/learner-english/fitness-centre
fitness,noun,4.33,https://dictionary.cambridge.org/dictionary/learner-english/fitness
fitted,adjective,4.11,https://dictionary.cambridge.org/dictionary/learner-english/fitted
fitting,adjective,4.06,https://dictionary.cambridge.org/dictionary/learner-english/fitting
fitting room,noun,4.04,https://dictionary.cambridge.org/dictionary/learner-english/fitting-room
fittings,noun,3.27,https://dictionary.cambridge.org/dictionary/learner-english/fittings
five-star,adjective,4.95,https://dictionary.cambridge.org/dictionary/learner-english/five-star
fiver,noun,2.69,https://dictionary.cambridge.org/dictionary/learner-english/fiver
fix,noun,4.7,https://dictionary.cambridge.org/dictionary/learner-english/fix_2
fix,verb,4.7,https://dictionary.cambridge.org/dictionary/learner-english/fix_1
fixation,noun,3.19,https://dictionary.cambridge.org/dictionary/learner-english/fixation
fixed,adjective,4.73,https://dictionary.cambridge.org/dictionary/learner-english/fixed
fixture,noun,3.48,https://dictionary.cambridge.org/dictionary/learner-english/fixture
fizz,noun,2.9,https://dictionary.cambridge.org/dictionary/learner-english/fizz
fizzy,adjective,2.77,https://dictionary.cambridge.org/dictionary/learner-english/fizzy
flabbergasted,adjective,2.59,https://dictionary.cambridge.org/dictionary/learner-english/flabbergasted
flabby,adjective,2.65,https://dictionary.cambridge.org/dictionary/learner-english/flabby
flag,noun,4.52,https://dictionary.cambridge.org/dictionary/learner-english/flag_1
flag,verb,4.52,https://dictionary.cambridge.org/dictionary/learner-english/flag_2
flagrant,adjective,3.03,https://dictionary.cambridge.org/dictionary/learner-english/flagrant
flagship,noun,3.67,https://dictionary.cambridge.org/dictionary/learner-english/flagship
flail,verb,2.54,https://dictionary.cambridge.org/dictionary/learner-english/flail
flair,noun,3.43,https://dictionary.cambridge.org/dictionary/learner-english/flair
flak,noun,3.06,https://dictionary.cambridge.org/dictionary/learner-english/flak
flake,noun,3.15,https://dictionary.cambridge.org/dictionary/learner-english/flake_1
flake,verb,3.15,https://dictionary.cambridge.org/dictionary/learner-english/flake_2
flamboyant,adjective,3.07,https://dictionary.cambridge.org/dictionary/learner-english/flamboyant
flame,noun,4.09,https://dictionary.cambridge.org/dictionary/learner-english/flame_1
flame,verb,4.09,https://dictionary.cambridge.org/dictionary/learner-english/flame_2
flaming,adjective,3.44,https://dictionary.cambridge.org/dictionary/learner-english/flaming
flamingo,noun,2.95,https://dictionary.cambridge.org/dictionary/learner-english/flamingo
flammable,adjective,3.12,https://dictionary.cambridge.org/dictionary/learner-english/flammable
flan,noun,2.5,https://dictionary.cambridge.org/dictionary/learner-english/flan
flank,noun,3.65,https://dictionary.cambridge.org/dictionary/learner-english/flank_2
flank,verb,3.65,https://dictionary.cambridge.org/dictionary/learner-english/flank_1
flannel,noun,3.12,https://dictionary.cambridge.org/dictionary/learner-english/flannel
flap,noun,3.5,https://dictionary.cambridge.org/dictionary/learner-english/flap_1
flap,verb,3.5,https://dictionary.cambridge.org/dictionary/learner-english/flap_2
flare,noun,3.57,https://dictionary.cambridge.org/dictionary/learner-english/flare_2
flare,verb,3.57,https://dictionary.cambridge.org/dictionary/learner-english/flare_1
flared,adjective,3.03,https://dictionary.cambridge.org/dictionary/learner-english/flared
flash drive,noun,4.34,https://dictionary.cambridge.org/dictionary/learner-english/flash-drive
flash,noun,4.42,https://dictionary.cambridge.org/dictionary/learner-english/flash_2
flash,verb,4.42,https://dictionary.cambridge.org/dictionary/learner-english/flash_1
flashback,noun,3.36,https://dictionary.cambridge.org/dictionary/learner-english/flashback
flashlight,noun,3.43,https://dictionary.cambridge.org/dictionary/learner-english/flashlight
flashy,adjective,3.17,https://dictionary.cambridge.org/dictionary/learner-english/flashy
flask,noun,3.18,https://dictionary.cambridge.org/dictionary/learner-english/flask
flat,adjective,4.71,https://dictionary.cambridge.org/dictionary/learner-english/flat_2
flat,adverb,4.71,https://dictionary.cambridge.org/dictionary/learner-english/flat_3
flat,noun,4.71,https://dictionary.cambridge.org/dictionary/learner-english/flat_1
flat-screen,adjective,4.46,https://dictionary.cambridge.org/dictionary/learner-english/flat-screen
flat-screen TV,noun,4.38,https://dictionary.cambridge.org/dictionary/learner-english/flat-screen-tv
flatly,adverb,2.89,https://dictionary.cambridge.org/dictionary/learner-english/flatly
flatmate,noun,2.54,https://dictionary.cambridge.org/dictionary/learner-english/flatmate
flatpack,adjective,1.39,https://dictionary.cambridge.org/dictionary/learner-english/flatpack
flatten,verb,2.95,https://dictionary.cambridge.org/dictionary/learner-english/flatten
flatter,verb,3.31,https://dictionary.cambridge.org/dictionary/learner-english/flatter
flattering,adjective,3.4,https://dictionary.cambridge.org/dictionary/learner-english/flattering
flattery,noun,2.94,https://dictionary.cambridge.org/dictionary/learner-english/flattery
flatware,noun,2.07,https://dictionary.cambridge.org/dictionary/learner-english/flatware
flaunt,verb,2.84,https://dictionary.cambridge.org/dictionary/learner-english/flaunt
flavour,noun,3.72,https://dictionary.cambridge.org/dictionary/learner-english/flavour_1
flavour,verb,3.72,https://dictionary.cambridge.org/dictionary/learner-english/flavour_2
flavouring,noun,2.36,https://dictionary.cambridge.org/dictionary/learner-english/flavouring
flaw,noun,3.59,https://dictionary.cambridge.org/dictionary/learner-english/flaw
flawless,adjective,3.49,https://dictionary.cambridge.org/dictionary/learner-english/flawless
flea market,noun,3.38,https://dictionary.cambridge.org/dictionary/learner-english/flea-market
flea,noun,3.39,https://dictionary.cambridge.org/dictionary/learner-english/flea
fleck,noun,2.43,https://dictionary.cambridge.org/dictionary/learner-english/fleck
fledgling,adjective,3.09,https://dictionary.cambridge.org/dictionary/learner-english/fledgling
flee,verb,3.85,https://dictionary.cambridge.org/dictionary/learner-english/flee
fleece,noun,3.22,https://dictionary.cambridge.org/dictionary/learner-english/fleece
fleet,noun,4.41,https://dictionary.cambridge.org/dictionary/learner-english/fleet
flesh,noun,4.27,https://dictionary.cambridge.org/dictionary/learner-english/flesh
flex,noun,3.6,https://dictionary.cambridge.org/dictionary/learner-english/flex_2
flex,verb,3.6,https://dictionary.cambridge.org/dictionary/learner-english/flex_1
flexible,adjective,4.12,https://dictionary.cambridge.org/dictionary/learner-english/flexible
flick,noun,3.62,https://dictionary.cambridge.org/dictionary/learner-english/flick_2
flick,verb,3.62,https://dictionary.cambridge.org/dictionary/learner-english/flick_1
flicker,noun,3.06,https://dictionary.cambridge.org/dictionary/learner-english/flicker_2
flicker,verb,3.06,https://dictionary.cambridge.org/dictionary/learner-english/flicker_1
flier,noun,2.86,https://dictionary.cambridge.org/dictionary/learner-english/flier
flies,noun,4.11,https://dictionary.cambridge.org/dictionary/learner-english/flies
flight attendant,noun,3.63,https://dictionary.cambridge.org/dictionary/learner-english/flight-attendant
flight,noun,4.94,https://dictionary.cambridge.org/dictionary/learner-english/flight
flimsy,adjective,3.04,https://dictionary.cambridge.org/dictionary/learner-english/flimsy
flinch,verb,2.89,https://dictionary.cambridge.org/dictionary/learner-english/flinch
fling,noun,3.32,https://dictionary.cambridge.org/dictionary/learner-english/fling_2
fling,verb,3.32,https://dictionary.cambridge.org/dictionary/learner-english/fling_1
flint,noun,3.62,https://dictionary.cambridge.org/dictionary/learner-english/flint
